ARTIST,LABEL,MEDIA,GENRE,COMMENT,GENERAL INFO,CONDITION
"SMITH, Warren",SUN,Singles: 7-inch,Rockabilly,"B-side= ""Black Jack David.""","250 ""Ubangi Stomp"" ",Very Good +
"CASH, Johnny",SUN,Singles: 7-inch,Rockabilly,"B-side= ""Train Of Love.""","258 ""There You Go"" ",Very Good ++
"LEWIS, Jerry Lee",SUN,Singles: 7-inch,Rockabilly,"B-side= ""End Of The Road."" Writing on one side of label.","259 ""Crazy Arms"" ",Very Good
"LEWIS, Jerry Lee",SUN,Singles: 7-inch,Rockabilly,"B-side= ""It'll Be Me.""","267 ""Whole Lot of Shakin' Going  On"" ",Very Good
"CASH, Johnny",SUN,Singles: 7-inch,Rockabilly,"B-side= ""Don't Make Me Go.""","266 ""Next in Line"" ",Very Good ++
"PERKINS, Carl",SUN,Singles: 7-inch,Rockabilly,"B-side= ""That's Right."" Small edge chip. Does not affect play. Vinyl is actually close to NM.","274 ""Forever Yours"" ",Very Good +
"CASH, Johnny",SUN,Singles: 7-inch,Rockabilly,"B-side= ""Give My Love To Rose."" Small sticker on one side of label.","279 ""Home of the Blues"" ",Near Mint
"CASH, Johnny",SUN,Singles: 7-inch,Rockabilly,"B-side= ""Big River.""","283 ""Ballad of a Teenage  Queen"" ",Very Good +
"CASH, Johnny",SUN,Singles: 7-inch,Rockabilly,"B-side= ""Big River."" Small sticker on one side of label.","283 ""Ballad of a Teenage  Queen"" ",Very Good +
"LEWIS, Jerry Lee",SUN,Singles: 7-inch,Rockabilly,"B-side= ""Down The Line"" written by Roy Orbison.","288 ""Breathless"" ",Very Good
"LEWIS, Jerry Lee",SUN,Singles: 7-inch,Rockabilly,"B-side= ""Fools Like Me.""","296 ""High School  Confidential"" ",Good
"LEWIS, Jerry Lee",SUN,Picture Sleeves,Rockabilly,"Taped and torn, but as you can see, still would make a great display item.","296 ""High School  Confidential"" Pictures Lewis along with film stars Russ Tamblyn, Jan Sterling, John Drew Barrymore, Mamie Van Doren, and Diane Jergens.",Good
"CASH, Johnny",SUN,Singles: 7-inch,Rockabilly,"B-side= ""You're The Nearest Thing To Heaven."" Small sticker on one side of label.","302 ""The Ways of a Woman in  Love"" ",Very Good +
"LEWIS, Jerry Lee",SUN,Singles: 7-inch,Rockabilly,"B-side= ""I'll Make It All Up To You.""","303 ""Break-Up"" Black vinyl.",Very Good +
"CASH, Johnny",SUN,Singles: 7-inch,Rockabilly,"B-side= ""I Just Thought You'd Like To Know.""","309 ""It's Just About Time"" ",Very Good ++
"CASH, Johnny",SUN,Singles: 7-inch,Rockabilly,"B-side= ""I Just Thought You'd Like To Know.""","309 ""It's Just About Time"" ",Very Good ++
"LEWIS, Jerry Lee",SUN,Singles: 7-inch,Rockabilly,"B-side= ""It Hurt Me So.""","312 ""I'll Sail My Ship Alone"" ",Very Good
"WHEELER, Onie",SUN,Singles: 7-inch,Rockabilly,"B-side= ""Tell 'Em Off.""","315 ""Jump Right Out of This Juke  Box"" ",Very Good ++
"CASH, Johnny",SUN,Singles: 7-inch,Rockabilly,"B-side= ""Thanks A Lot.""","316 ""Luther Played the  Boogie"" ",Very Good ++
"CASH, Johnny",SUN,Singles: 7-inch,Rockabilly,"B-side= ""Thanks A Lot."" Small sticker on one side of label.","316 ""Luther Played the  Boogie"" ",Very Good ++
"LEWIS, Jerry Lee",SUN,Singles: 7-inch,Rockabilly,"B-side= ""Big Blon' Baby.""","317 ""Lovin' Up a Storm"" ",Very Good ++
"CASH, Johnny",SUN,Singles: 7-inch,Rockabilly,"B-side= ""I Forgot To Remember To Forget.""","321 ""Katy Too"" ",Very Good
"CASH, Johnny",SUN,Singles: 7-inch,Rockabilly,"B-side= ""You Tell Me."" Small sticker on one side of label.","331 ""Goodbye Little Darlin' "" ",Very Good +
"CASH, Johnny",SUN,Singles: 7-inch,Rockabilly,"B-side= ""You Tell Me.""","331 ""Goodbye Little Darlin' "" ",Very Good
"CASH, Johnny",SUN,Singles: 7-inch,Rockabilly,"B-side= ""I Love You Because.""","334 ""Straight A's in Love"" ",Very Good
"CASH, Johnny",SUN,Singles: 7-inch,Rockabilly,"B-side= ""The Story Of A Broken Heart.""","343 ""Down the Street to 301"" ",Near Mint
"CASH, Johnny",SUN,Singles: 7-inch,Rockabilly,"B-side= ""The Story Of A Broken Heart.""","343 ""Down the Street to 301"" ",Very Good +
"CASH, Johnny",SUN,Singles: 7-inch,Rockabilly,"B-side= ""Port Of Lonely Hearts.""","347 ""Mean Eyed Cat"" ",Near Mint
"CASH, Johnny",SUN,Singles: 7-inch,Rockabilly,Small number written on one side of label.,"355 ""Oh Lonesome Me""/""Life Goes   On"" Both sides play the correct songs.",Very Good ++
"CASH, Johnny",SUN,Singles: 7-inch,Rockabilly,"","355 ""Oh Lonesome Me""/""Life Goes   On"" Both sides play the correct songs.",Very Good
"LEWIS, Jerry Lee",SUN,Singles: 7-inch,Rockabilly,"B-side= ""Livin' Lovin' Wreck."" Writing on one side of label.","356 ""What'd I Say"" ",Very Good
"CASH, Johnny",SUN,Singles: 7-inch,Rockabilly,"B-side= ""My Treasurer."" Writing on both sides of label.","363 ""Sugartime"" ",Very Good
"LEWIS, Jerry Lee",SUN,Singles: 7-inch,Rockabilly,"B-side= ""As Long As I Live."" Tiny writing on one side of label. Small sticker on one side of label.","367 ""Save the Last Dance for  Me"" ",Very Good
"LEWIS, Jerry Lee",SUN,Singles: 7-inch,Rockabilly,"B-side= ""Bonnie B."" Tiny writing on one side of label.","371 ""Money"" ",Very Good +
"SMITH, Ray",SUN,Singles: 7-inch,Rockabilly,"B-side= ""Hey, Boss Man.""","375 ""Candy Doll"" ",Very Good ++
"CASH, Johnny",SUN,Singles: 7-inch,Rockabilly,"B-side= ""Born To Lose.""","376 ""Blue Train"" ",Very Good
"CASH, Johnny",SUN,EPs: 7-inch,Rockabilly,"""Hey, Good Lookin'"" and ""I Could Never Be Ashamed Of You"" and ""I Can't Help It"" and ""You Win Again."" Cardboard cover: VG+; Record: VG+.","111 ""Johnny Cash Sings Hank  Williams"" ",Very Good +
"CASH, Johnny",SUN,EPs: 7-inch,Rockabilly,"""Hey, Good Lookin'"" and ""I Could Never Be Ashamed Of You"" and ""I Can't Help It"" and ""You Win Again.""","111 ""Johnny Cash Sings Hank  Williams"" ",Very Good +
"CASH, Johnny",SUN,EPs: 7-inch,Rockabilly,"""The Rock Island Line"" and ""I Heard That Lonesome Whistle"" and ""Country Boy"" and ""If The Good Lord's Willing.""","112 ""Johnny Cash"" ",Near Mint
"LEWIS, Jerry Lee",SUN,Singles: 7-inch,Rockabilly,"B-side= ""John Henry.""","344 ""Hang Up My Rock & Roll  Shoes"" ",Very Good ++
"LASKY, Emanuel",THELMA,Singles: 7-inch,Northern Soul,"X on one side of label. B-side= ""Tomorrow."" {Belding Box}","2282 ""I Need  Somebody"" ",Very Good ++
"LEWIS, Jerry Lee",SUN,Singles: 7-inch,Rockabilly,"DJ copy. B-side= ""Good Golly Miss Molly."" With original Sun sleeve. {Belding Box}","382 ""I Can't Trust Me"" ",Near Mint
"CANNON, Freddy",SWAN,Singles: 7-inch,Rock,"One sided promo. Swan 4083. ""For Me And My Gal."" {Belding Box}",4083 thru 4178 ,Very Good
"CANNON, Freddy",SWAN,Singles: 7-inch,Rock,"DJ copy. Swan 4106. ""Palisades Park."" {Belding Box}",4083 thru 4178 ,Very Good
"CANNON, Freddy",SWAN,Singles: 7-inch,Rock,"DJ copy. Swan 4117. ""What's Gonna Happen When Summer's Done"" and ""Broadway."" {Belding Box}",4083 thru 4178 ,Very Good
"CANNON, Freddy",SWAN,Singles: 7-inch,Rock,"DJ copy. Swan 4132. ""Four Letter Man"" and ""Come On And Love Me."" {Belding Box}",4083 thru 4178 ,Near Mint
LITTLE SISTERS,MGM,Singles: 7-inch,Rock,"B-side= ""Goin' To Boston."" {Belding Box}","13113 ""Where Does It Lead"" ",Near Mint
"BRADLEY, Jan",CHESS,Singles: 7-inch,Soul,"DJ copy. Orange/Yellow label. Small sticker on one side of label. Small tear on the other side of label. B-side= ""Lovers Like Me."" {Belding Box}","1845 ""Mama Didn't Lie"" Black label.",Very Good +
ISLEY BROTHERS,WAND,Singles: 7-inch,Soul,"DJ copy. B-side= ""You Better Come Home."" {Belding Box}","127 ""Twistin' with Linda"" ",Very Good +
"REVERE, Paul, & Raiders",COLUMBIA,Singles: 7-inch,Rock,"DJ copy. Two X's on one side of label. B-side= ""Have Love, Will Travel."" {Belding Box}","43008 ""Louie  Go  Home"" ",Very Good
"TURNER, Ike & Tina",SUE,Singles: 7-inch,Soul,"Small sticker on one side of label. B-side= ""Puppy Love."" {Belding Box}","757 ""Tra La La La La"" ",Very Good +
"TURNER, Ike & Tina",W.B.,Picture Sleeves,Soul,{Jim Belding Box},"5433 ""A Fool for a Fool"" ",Near Mint
"TURNER, Ike & Tina",W.B.,Singles: 7-inch,Soul,{Jim Belding Box},"5433 ""A Fool for a Fool"" White label. Promotional issue only.",Very Good +
"WELLS, Mary",MOTOWN,Singles: 7-inch,Soul,"DJ copy. X written on one side of label. B-side= ""I'm Gonna Stay."" {Belding Box}","1024 ""The One Who Really Loves You"" ",Very Good +
"WELLS, Mary",MOTOWN,Picture Sleeves,Soul,Small stain on lower right of sleeve. {Belding Box},"1024 ""The One Who Really Loves You"" ",Very Good ++
"WELLS, Mary",MOTOWN,Singles: 7-inch,Soul,"Motown 1035. ""Two Lovers"" and ""Operator."" Label wear. {Belding Box}",1035 thru 1048 ,Very Good
"WELLS, Mary",MOTOWN,Singles: 7-inch,Soul,"X written on one side of label. B-side= ""Oh Little Boy."" {Belding Box}","1056 ""My Guy"" White label. Promotional issue only.",Very Good +
IKETTES,ATCO,Singles: 7-inch,Soul,Initials on one side of label. {R&B},"6212 ""I'm Blue"" ",Very Good
"RAY, James",CAPRICE,Singles: 7-inch,Soul,"","114 ""Itty Bitty Pieces"" ",Very Good +
"DEE, Joey",ROULETTE,Singles: 7-inch,Rock 'n' Roll,"DJ copy. Roulette 4408. ""Hey, Let's Twist"" and ""Roly Poly."" {Belding Box}", ,Near Mint
"DEE, Joey",ROULETTE,Singles: 7-inch,Rock 'n' Roll,"DJ copy. Roulette 4416. ""Shout- Part 1"" and ""Shout- Part 2."" {Belding Box}", ,Very Good +
PAUL & PAULA,PHILIPS,Singles: 7-inch,Rock 'n' Roll,"Philips 40084. ""Hey Paula"" and ""Bobby Is The One."" {Belding Box}",40000 series ,Very Good +
PAUL & PAULA,PHILIPS,Singles: 7-inch,Rock 'n' Roll,"DJ copy. Writing on one side of label. Philips 40130. ""Something Old, Something New"" and ""Flipped Over You."" {Belding Box}",40000 series ,Very Good ++
ORLONS,CAMEO,Singles: 7-inch,Soul,"DJ copy. Writing on both sides of label. B-side= ""Them Terrible Boots."" With original Cameo sleeve. {Belding Box}","243 ""South Street"" ",Very Good
"O'HENRY, Lenny",ATCO,Singles: 7-inch,Soul,"X written on one side of label. B-side= ""Saturday Angel."" {Belding Box}","6291 ""Across the Street"" ",Near Mint
"SHONDELL, Troy",LIBERTY,Singles: 7-inch,Rock 'n' Roll,"DJ copy. Sticker on one side of label. B-side= ""Girl After Girl."" {Belding Box}","55353 ""This Time"" ",Very Good
"HOLLAND, Eddie",MOTOWN,Singles: 7-inch,Northern Soul,Mega Rare One sided DJ copy. Stars drawn on label. With original Motown sleeve. {Belding Box},"1021 ""Jamie"" ",Very Good
SHOWMEN,IMPERIAL,Singles: 7-inch,Soul,"DJ copy. Drawing on one side of label. B-side= ""Country Fool."" {Belding Box}","66033 ""It Will Stand"" ",Near Mint
"DE SHANNON, Jackie",LIBERTY,Singles: 7-inch,Rock,"DJ copy. Sticker, writing and label tear on one side. B-side= ""Till You Say You'll Be Mine."" With original Liberty sleeve. {Belding Box}","55645 ""When You Walk in the Room"" ",Very Good
"DE SHANNON, Jackie",LIBERTY,Singles: 7-inch,Rock,"B-side= ""I'm Looking For Someone To Love."" With original Liberty sleeve. {Belding Box}","55678 ""Oh Boy"" ",Near Mint
MARVELETTES,TAMLA,Singles: 7-inch,Rock,"DJ copy. Two X's on one side of label. Small edge chip on one side. Does not affect play. Tamla 54054. ""Twistin' Postman"" and I Want A Guy."" {Belding Box}",54046 thru 54091 ,Very Good ++
EVERLY BROTHERS,W.B.,Singles: 7-inch,Rock 'n' Roll,"Warner Bros. 5250. ""Crying In The Rain"" and ""I'm Not Angry.""  {Belding Box}",5220 thru 5833 ,Very Good +
EVERLY BROTHERS,W.B.,Picture Sleeves,Rock 'n' Roll,{Belding Box},"5250 ""Crying in the Rain"" ",Very Good +
EVERLY BROTHERS,W.B.,Singles: 7-inch,Rock 'n' Roll,"DJ copy. Warner Bros. 5273. ""That's Old Fashioned"" and ""How Can I Meet Her."" {Belding Box}",5220 thru 5833 ,Near Mint
EVERLY BROTHERS,W.B.,Picture Sleeves,Rock 'n' Roll,{Belding Box},"5273 ""That's Old   Fashioned"" ",Very Good
EVERLY BROTHERS,W.B.,Singles: 7-inch,Rock 'n' Roll,"DJ copy. Stickers on both sides of label. Warner Bros. 5273. ""That's Old Fashioned.""",5220 thru 5833 ,Very Good
"CHECKER, Chubby, & Bobby Rydell",CAMEO,Picture Sleeves,Rock,{Belding Box},"214 ""Teach Me to Twist"" ",Very Good +
"WILSON, Jackie",BRUNSWICK,Singles: 7-inch,Rock 'n' Roll,"DJ copy. Stars drawn on one side of label. B-side= ""I'm Going Crazy."" {Belding Box}","55239 ""Baby  Workout"" ",Very Good ++
CONTOURS,GORDY,Singles: 7-inch,Soul,"X written on one side of label. B-side= ""Move Mr. Man."" {Belding Box}","7005 ""Do You Love Me"" ",Very Good
CONTOURS,GORDY,Singles: 7-inch,Soul,"DJ copy. Marks on both sides of label. Gordy 7029. ""Can You Do It"" and ""I'll Stand By You."" {Belding Box}",7012 thru 7044 ,Near Mint
MARTHA & VANDELLAS,GORDY,Singles: 7-inch,Rock,"Label wear. Gordy 7022. ""Heat Wave"" and ""A Love Like Yours."" {Belding Box}",7014 thru 7062 ,Very Good
"GAYE, Marvin",TAMLA,Singles: 7-inch,Soul,"Small sticker on one side of label. Tamla 54068. ""Stubborn Kind Of Fellow"" and ""It Hurt Me Too."" {Belding Box}",54068 thru 54132 ,Very Good
"GAYE, Marvin",TAMLA,Singles: 7-inch,Soul,"Tamla 54093. ""You're A Wonderful One"" and ""When I'm Alone I Cry."" {Belding Box}",54068 thru 54132 ,Very Good ++
"GAYE, Marvin",TAMLA,Singles: 7-inch,Soul,"Tamla 54176. ""I Heard It Through The Grapevine"" and ""You're What's Happening (In The World Today"") {Belding Box}",54141 thru 54185 ,Near Mint
"BLANE, Marcie",SEVILLE,Singles: 7-inch,Rock 'n' Roll,"Small sticker on one side of label. B-side= ""A Time To Dream."" {Belding Box}","120 ""Bobby's Girl"" Black vinyl.",Very Good ++
ROUTERS,W.B.,Singles: 7-inch,Instrumental,"DJ copy. Writing on one side of label. Warner Bros. 5283. ""Let's Go (pony)"" and ""Mashy."" With original Warner Bros. sleeve. {Belding Box}", ,Very Good
4 SEASONS,VEE-JAY,Singles: 7-inch,Doo Wop,"DJ copy. B-side= ""Connie-O."" {Belding Box}","465 ""Big Girls Don't  Cry"" ",Very Good ++
4 SEASONS,VEE-JAY,Singles: 7-inch,Doo Wop,"DJ copy. X written on one side of label. B-side= ""Soon (I'll Be Home Again)."" {Belding Box}","512 ""Ain't That a  Shame"" ",Very Good
"COREY, John",VEE-JAY,Singles: 7-inch,Doo Wop,"DJ copy. Date stamped on both sides of label. B-side= ""Pollyanna."" Backing group is the 4 Seasons. {Belding Box}","466 ""I'll Forget"" ",Very Good
RIGHTEOUS BROTHERS,PHILLES,Picture Sleeves,Rock,{Belding Box},"127 ""Just Once in My  Life"" ",Very Good
"CHAMBERLAIN, Richard",MGM,Singles: 7-inch,Pop,"MGM 13097. ""Love Me Tender"" and ""All I Do Is Dream Of You.""  {Belding Box}", ,Very Good ++
"CHAMBERLAIN, Richard",MGM,Picture Sleeves,Pop,"MGM 13097. ""Love Me Tender."" Picture sleeve has writing on one side. {Belding Box}", ,Very Good +
"RYDELL, Bobby",CAMEO,Singles: 7-inch,Rock,"DJ copy. Cameo 209. ""I've Got Bonnie"" and ""Lose Her."" {Belding Box}",190 thru 228 ,Very Good +
"RYDELL, Bobby",CAMEO,Picture Sleeves,Rock,"Cameo 209. ""I've Got Bonnie."" {Belding Box}",179 thru 361 ,Very Good
"VEE, Bobby",LIBERTY,Singles: 7-inch,Rock,"DJ copy. B-side= ""Bobby Tomorrow."" {Belding Box}","55530 ""Charms"" ",Near Mint
"VEE, Bobby",LIBERTY,Picture Sleeves,Rock,{Belding Box},"55530 ""Charms"" ",Very Good +
"LEE, Brenda",DECCA,Singles: 7-inch,Country,"Decca 31478. ""Losing You"" and ""He's So Heavenly."" {Belding Box}",31093 thru 31628 ,Very Good +
"PITNEY, Gene",MUSICOR,Singles: 7-inch,Rock,"DJ copy. Small sticker and written X on one side of label. B-side= ""Mr. Moon, Mr. Cupid And I."" {Belding Box}","1011 ""Every Breath I  Take"" Gray label.",Very Good
"PAGE, Patti",MERCURY,Singles: 7-inch,Pop,"DJ copy. Mercury 71950. ""Most People Get Married"" and ""You Don't Know Me."" {Belding Box}",70025 thru 72123 ,Very Good ++
"PAGE, Patti",MERCURY,Picture Sleeves,Pop,"Mercury 71950. ""Most People Get Married."" {Belding Box}",71355 thru 72123 ,Very Good +
"COMSTOCK, Bobby",LAWN,Singles: 7-inch,Rockabilly,DJ copy. {Belding Box},"202 ""Let's Stomp""/""I Want to Do  It"" ",Near Mint
E'LITES,EGS,Singles: 7-inch,Instrumental,Great two-sided guitar instrumental! {Belding Box},"001 ""Restless"" ",Mint
"COLEMAN, King",ATLANTIC,Singles: 7-inch,Instrumental,"DJ copy. B-side= ""Do The Hully Gully (Part 2)."" {Belding Box}","2125 ""Do the Hully  Gully"" ",Very Good
ANITA & TH' SO-AND-SO'S,RCA,Singles: 7-inch,Doo Wop,"B-side= ""Rinky Tinky Rhythm."" {Belding Box}","7974 ""Joey Baby"" ",Very Good +
CHANTELS,CARLTON,Singles: 7-inch,Doo Wop,"B-side= ""Still."" {Belding Box}","564 ""Well I Told You"" ",Near Mint
CHIFFONS,LAURIE,Singles: 7-inch,Doo Wop,"DJ copy. Two X's written on one side of label. B-side= ""Oh My Love."" {Belding Box}","3152 ""He's So Fine"" ",Very Good ++
CORSAIRS,TUFF,Singles: 7-inch,Doo Wop,"DJ copy. Arrow drawn on one side of label. B-side= ""Thinkin'."" {Belding Box}","1808 ""Smokey Places"" ",Very Good +
NINO & EBB TIDES,MR. PEACOCK,Singles: 7-inch,Doo Wop,"DJ copy. Small sticker and X on one side of label. B-side= ""Happy Guy."" {Belding Box}","102 ""Wished I Was  Home"" ",Very Good +
"MAYER, Nathaniel",FORTUNE,Singles: 7-inch,Doo Wop,"B-side= ""I Want A Woman."" {Belding Box}"," 449 ""Village of   Love""",Very Good
"MILLER, Hal",TOPIX,Singles: 7-inch,Doo Wop,"Label torn on one side. B-side= ""Hope, Faith And Dreams."" {Belding Box}","6003 ""An Angel Cried"" With the 4 Seasons.",Very Good
OLYMPICS,TRI DISC,Singles: 7-inch,Doo Wop,"DJ copy. Two very light X's written on one side of label. B-side= ""A New Dancin' Partner."" {Belding Box}","110 ""Bounce Again"" ",Mint
RAINDROPS,JUBILEE,Singles: 7-inch,Doo Wop,"B-side= ""It's So Wonderful."" {Belding Box}","5444 ""What a Guy"" ",Very Good
SENSATIONS,ARGO,Singles: 7-inch,Rock 'n' Roll,"B-side= ""Oh Yes, I'll Be True."" {Belding Box}","5405 ""Let Me In"" Black label.",Near Mint
SHEP & LIMELITES,HULL,Singles: 7-inch,Doo Wop,"DJ copy. Small sticker and two marks on one side of label. ""Oh, What A Feeling."" {Belding Box}","747 ""Three Steps from the  Altar"" ",Very Good
SHIRELLES,SCEPTER,Singles: 7-inch,Doo Wop,"DJ copy. Star drawn on one side of label. ""Sha-La-La"" and ""His Lips Get In The Way."" {Belding Box}",1234 thru 1296 ,Near Mint
DIABLOS,FORTUNE,Singles: 7-inch,Doo Wop,"Two X's drawn on one side of label. B-side= ""Beside You."" {Belding Box}","546 ""Mind Over   Matter"" ",Near Mint
SWANS,SWAN,Singles: 7-inch,Doo Wop,"DJ copy. Small writing on one side of label. B-side= ""You Better Be A Good Girl Now."" {Belding Box}","4151 ""He's Mine"" ",Near Mint
"K-DOE, Ernie",MINIT,Singles: 7-inch,Soul,"DJ copy. B-side= ""Love You The Best."" {Belding Box}","645 ""Hey Hey Hey"" ",Near Mint
"DORSEY, Lee",FURY,Singles: 7-inch,Rock 'n' Roll,"Small sticker on one side of label. B-side= ""Give Me You."" {Belding Box}","1053 ""Ya Ya"" ",Very Good
"DORSEY, Lee",FURY,Singles: 7-inch,Rock 'n' Roll,"Small stickerl on one side of label. B-side= ""People Gonna' Talk."" {Belding Box}","1056 ""Do-Re-Mi"" ",Very Good +
"BROWN, Doug",CHECKER,Singles: 7-inch,R&B,"DJ copy. Arrow drawn on one side of label. B-side= ""Blue Night."" {Belding Box}","1001 ""Swingin' Sue"" ",Near Mint
"HARTFIELD, Pete",BABY,Singles: 7-inch,Northern Soul,"B-side= ""Mighty Man, Pt. 2."" {Belding Box}","610 ""Mighty Man"" ",Very Good ++
"HILL, Bunker",MALA,Singles: 7-inch,Rockabilly,"DJ copy. B-side= ""Hide And Go Seek, Pt. 2."" {Belding Box}","451 ""Hide and Go Seek"" ",Very Good
"CARROLL, Cathy",TRIODEX,Singles: 7-inch,Rock 'n' Roll,"Sticker on one side of label. B-side= ""I'll Light A Candle."" {Belding Box}","113 ""Every Leaf That  Falls"" ",Very Good
"NELSON, Rick",DECCA,Singles: 7-inch,Rock 'n' Roll,"","31475 ""I Got a Woman"" ",Very Good +
"NELSON, Rick",DECCA,Picture Sleeves,Rock 'n' Roll,"","31475 ""I Got a Woman"" ",Very Good
"NELSON, Rick",IMPERIAL,Singles: 7-inch,Rock 'n' Roll,"DJ copy. Two X's on one side of label. B-side= ""Summertime."" {Belding Box}","5805 ""Young World"" ",Very Good
"NELSON, Rick",IMPERIAL,Singles: 7-inch,Rock 'n' Roll,"DJ copy. B-side= ""I Need You."" {Belding Box}","5901 ""It's Up to You"" ",Near Mint
SWINGING BLUE JEANS,IMPERIAL,Singles: 7-inch,Rock,"Sticker on one side of label. Imperial 66049. ""You're No Good"" and ""Shake, Rattle And Roll."" {Belding Box}", ,Very Good
"WASHINGTON, Gino",SONBERT,Singles: 7-inch,Northern Soul,"Small sticker on one side of label. B-side= ""Puppet On A String."" {Belding Box}","3770 ""Gino Is a  Coward"" ",Very Good
"SHANNON, Del",BIG TOP,Singles: 7-inch,Rock 'n' Roll,"DJ copy. B-side= ""The Wamboo."" {Belding Box}","3131 ""Little Town Flirt"" ",Very Good
"McDANIELS, Gene",LIBERTY,Singles: 7-inch,Rock 'n' Roll,"DJ copy. Sticker on one side of label. ""Chapel Of Tears"" and ""Funny."" {Belding Box}",55444 thru 55752 ,Very Good +
"TILLOTSON, Johnny",CADENCE,Singles: 7-inch,Rock 'n' Roll,"DJ copy. Cadence 1409. ""Dreamy Eyes."" Cadence Advance Pressing. {Belding Box}",1409 thru 1441 ,Very Good +
"TILLOTSON, Johnny",CADENCE,Singles: 7-inch,Rock 'n' Roll,"DJ copy. Small X on one side of label. Cadence 1424. ""Send Me The Pillow You Dream On"" and ""What'll I Do.""  Cadence Advance Pressing. {Belding Box}",1409 thru 1441 ,Very Good ++
"SEA, Johnny",PHILIPS,Singles: 7-inch,Country,"DJ copy. Philips 40164. ""My Baby Walks All Over Me"" and ""There's Another Man."" {Belding Box}", ,Very Good
JAN & DEAN,LIBERTY,Singles: 7-inch,Surf,"B-side= ""My Mighty G.T.O.""","55704 ""The Little Old  Lady"" ",Very Good
JAN & DEAN,LIBERTY,Singles: 7-inch,Surf,"B-side= ""The Anaheim, Azusa & Cucamonga Sewing Circle, Book Review And Timing Association.""","55724 ""Ride the Wild  Surf"" ",Very Good
SENTINALS,WESTCO,Singles: 7-inch,Surf,"B-side= ""Hit The Road."" Name written on one side of label.","12 ""I've Been Blue"" ",Very Good
