ARTIST,LABEL,MEDIA,GENRE,COMMENT,GENERAL INFO,CONDITION
"ARCARAZ, Luis",RCA,Singles: 7-inch,Instrumental,"RCA Victor 4256. ""Caravan"" and ""Stormy Weather."" With original RCA Victor sleeve.", ,Very Good +
ARCHIES,KIRSHNER,Promotional Singles,Rock,X's on one side of label.,"218 ""Sunshine"" ",Very Good
ARCHIES,CALENDAR,Singles: 7-inch,Rock,"Calendar 1008. ""Sugar Sugar"" and ""Melody Hill."" With original Calendar sleeve.", ,Very Good +
ARCHIES,KIRSHNER,Singles: 7-inch,Rock,B-side label completely blank except for Kirshner logo at the top.,"5002 ""Justine"" ",Very Good ++
ARCHIES,KIRSHNER,Singles: 7-inch,Rock,"Kirshner 1009. ""Sunshine"" and ""Over And Over.""",Except picture discs ,Near Mint
ARGENT,EPIC,Singles: 7-inch,Rock,"Epic 10852. ""Hold Your Head Up"" and ""Closer To Heaven."" With original Epic sleeve.", ,Near Mint
ARISTOCRATS,ARGO,Singles: 7-inch,Instrumental,"Small stickers on both sides of label. B-side= ""Maid Of The Mist.""","5275 ""Vagabonds"" ",Very Good
ARLO,E.L.M.,Singles: 7-inch,Rock,"B-side= ""Julie.""","105 ""Dream Lady"" ",Near Mint
"ARMSTRONG, Wild Bill",BARRELHOUSE,Singles: 7-inch,Rockabilly,"B-side= ""Great Balls Of Fire."" Wild Bill Armstrong And His Memphis Rockabillies. Limited Edition.","700 ""Sweet Little Sixteen"" ",Near Mint
"ARNE, Skip, & Dukes",DOT,Singles: 7-inch,Rock,"B-side= ""Angel.""","16627 ""Sunshine & Rain"" ",Very Good
"ARNELL, Ginny",MGM,Singles: 7-inch,Rock,"MGM 13362. ""A Little Bit Of Love Can Hurt"" and ""B-I-L-L-Why."" Small cut-out hole. [RockB1]",13146 thru 13403 ,Very Good +
"ARNOLD, Eddy",RCA,EPs: 7-inch,Country,Stereo. Juke box issue. Includes cardboard picture sleeve (NM) and 5 title strips. ,"VLP-3715 ""Somebody Like Me/Eddy Arnold"" ",Very Good
"ARNOLD, Eddy",RCA,Singles: 7-inch,Rock,"RCA 0026. ""My Daddy Is Only A Picture"" and ""Just A Little Lovin'.""",48-0001 thru 48-0390 Green vinyl.,Very Good
"ARNOLD, Eddy",RCA,EPs: 7-inch,Country,Stereo. Juke box issue. Record only.,"VLP-3753 ""Lonely Again"" ",Very Good ++
"ARNOLD, Eddy",RCA,EPs: 7-inch,Country,"Stereo. Juke box issue. Includes cardboard picture sleeve (VG++), 8 title strips and 2 mini album pictures.","VLP-3753 ""Lonely Again"" ",Very Good ++
"ARNOLD, Eddy",RCA,EPs: 7-inch,Country,Stereo. Juke box issue. Record only.,"VLP-3466 ""Eddy Arnold"" ",Very Good
"ARNOLD, Eddy",RCA,Singles: 7-inch,Country,"RCA 0425. ""May The Good Lord Bless And Keep You"" and ""I'm Writing A Letter To The Lord."" Turquoise label. [Ctry1]",0001 thru 0476 Black vinyl. Black or turquoise labels.,Very Good ++
"ARNOLD, Eddy",RCA,Singles: 7-inch,Country,"RCA 4490. ""Take My Hand, Precious Lord"" and ""Open Thy Merciful Arms."" Turquoise label. [Ctry1]",3800 thru 5634 ,Very Good +
"ARNOLD, Eddy",RCA,Singles: 7-inch,X-mas,"Christmas record. RCA Victor 5905. ""Christmas Can't Be Far Away"" and ""I'm Your Private Santa Claus.""",5905 thru 6407 ,Very Good
"ARNOLD, Eddy",RCA,Singles: 7-inch,Country,"RCA 6975. ""Crazy Dream"" and ""Open Your Heart."" [Ctry1]",6601 thru 7143 ,Very Good +
"ARNOLD, Eddy",RCA,Singles: 7-inch,Country,"RCA 7435. ""I'll Hold You In My Heart"" and ""Chip Off The Old Block."" [Ctry1]",7292 thru 7435 ,Near Mint
"ARNOLD, Eddy",RCA,Singles: 7-inch,Country,[Ctry1],"7542 ""Tennessee Stud""/""What's the Good"" ",Very Good ++
"ARNOLD, Eddy",RCA,Singles: 7-inch,X-mas,"Christmas record. RCA Victor 9387. ""Jolly Old Saint Nicholas"" and ""This World Of Ours.""",8048 thru 9993 ,Very Good ++
"ARNOLD, Eddy",RCA,EPs: 7-inch,Country,"""Favorite Sacred Songs."" Includes cardboard picture sleeve (VG++). ","200 thru 900 series With ""EPA"" prefix.",Very Good
"ARNOLD, Eddy",RCA,EPs: 7-inch,Country,RCA Victor EPB 3027.,"3000 series With ""EPB"" prefix.",Very Good ++
ARONDIES,SHERRY,Singles: 7-inch,Instrumental,Classic guitar instrumental.,"198 "" '69"" ",Very Good ++
"ASHBY, Irving",IMPERIAL,Singles: 7-inch,Instrumental,"B-side= ""Motatin'.""","5485 ""Big Guitar"" ",Very Good
"ASHFORD, Shorty",MAR-VEL,Singles: 7-inch,Country,"B-side= ""I Want Somebody To Love Me."" [Ctry1]","902 ""Turkeys In The Pea Patch"" ",Very Good ++
"ASHLEY, John",INTRO,Singles: 7-inch,Rockabilly,"Some label wear on both sides. B-side= ""Bermuda.""","6097 ""Let Yourself Go-Go-  Go"" ",Very Good
"ASHLEY, Leon",IMPERIAL,Promotional Singles,Country,"B-side= ""Court Of Two Sisters."" [Ctry1]","5795 ""It's Alright Baby"" ",Very Good +
ASIA,GEFFEN,Picture Sleeves,Rock,"Geffen 29970. ""Only Time Will Tell"" and ""Time Again.""", ,Near Mint
ASIA,GEFFEN,Promotional Singles,Rock,"","50040 ""Heat Of The Moment"" ",Near Mint
ASSOCIATION,VALIANT,Singles: 7-inch,Rock,"Valiant 741. ""Along Comes Mary"" and ""Your Own Love.""", ,Very Good
ASSOCIATION,W.B.,Singles: 7-inch,Rock,"Warner Bros. 7041. ""Windy"" and ""Sometime.""", ,Very Good
ASTORS,STAX,Singles: 7-inch,Doo Wop,"B-side= ""I Found Out."" With orignal Stax sleeve.","170 ""Candy"" ",Very Good ++
ASTRO-NOTES,DOT,Singles: 7-inch,Instrumental,"Dot 16621. ""Monkey Workout"" and ""Teenage Blues."" Good guitar! Frat dance tune.", ,Very Good +
ASTRONAUTS,RCA WURLITZER DISCOTHEQUE,EPs: 7-inch,Instrumental,Duane Eddy. Limited Editiion. Record only.,"100 ""Discotheque Music"" Promotional issue only.",Near Mint
ASTRONAUTS,PALLADIUM,Singles: 7-inch,Rockabilly,"B-side= ""Tryin' To Get To You.""","610 ""Come Along  Baby"" ",Near Mint
ASTRONAUTS,RCA,Singles: 7-inch,Surf,"RCA Victor 8224. ""Hot-Doggin'"" and ""Every One But Me."" ", ,Very Good ++
ASTRONAUTS,RCA,Picture Sleeves,Surf,"RCA Victor 8224. ""Hot-Doggin'"" and ""Every One But Me.""", ,Very Good
ASTROS,GOLDEN STATE,Singles: 7-inch,Instrumental,White label promo copy.,"652 ""Space  Walk"" ",Near Mint
ASWAD,MANGO,Promotional Singles,Rock,[RockB1],"125 ""Beauty's Only Skin Deep"" ",Near Mint
"ATHA, Chuck",FOX,Singles: 7-inch,Rockabilly,"","6 ""This Love in My Heart""/""Just Me & My Baby"" ",Very Good
"ATKINS, Ben",JOSIE,Promotional Singles,Soul,"B-side= ""Ring Of Fire.""","1022 ""Mr. Pitiful"" ",Near Mint
"ATKINS, Chet",RCA,Singles: 7-inch,Instrumental,"RCA Victor 7589. ""Boo Boo Stick Beat"" and ""Django's Castle."" With original RCA Victor sleeve.",7000 & 8000 series ,Very Good +
"ATKINS, Dave",BACK BEAT,Singles: 7-inch,Rockabilly,"Name written on label. B-side= ""Let's Have A Good Time."" Dave Atkins and His Offbeats.","511 ""Shake-Kum-  Down"" ",Very Good
ATLANTA RHYTHM SECTION......,POLYDOR,Promotional Singles,Rock,"","2001 ""Spooky"" ",Very Good
ATLANTA RHYTHM SECTION......,POLYDOR,Singles: 7-inch,Rock,"Polydor 14373. ""So Into You"" and ""Everybody Gotta Go."" With original Polydor sleeve.", ,Very Good +
ATLANTA RHYTHM SECTION......,POLYDOR,Promotional Singles,Rock,With original Polydor sleeve.,"14459 ""Imaginary Lover"" ",Near Mint
ATMOSPHERES,LIN,Singles: 7-inch,Instrumental,"Good guitar. B-side= ""Kabalo.""","5023 ""The Fickle Chicken"" ",Near Mint
"AUGER, Brian",ATCO,Singles: 7-inch,Instrumental,"Atco 6611. ""In And Out"" and ""Black Cat."" With original Atco sleeve.", ,Mint
"AUSTIN, Augie",PONTIAC,Singles: 7-inch,Doo Wop,"B-side= ""My Love For You.""","101 ""I Thank My Lucky  Star"" ",Very Good
"AUSTIN, Sil",MERCURY,Singles: 7-inch,Instrumental,"Mercury 70963. ""Slow Walk"" and ""Wildwood."" With original Mercury sleeve.", ,Very Good
"AVALON, Frankie",CHANCELLOR,Singles: 7-inch,Rock 'n' Roll,"Pink label. Chancellor 1006. ""Teacher's Pet"" and ""Shy Guy."" With original Chancellor sleeve.",1006 thru 1026 ,Near Mint
"AVALON, Frankie",CHANCELLOR,Singles: 7-inch,Rock 'n' Roll,Pink label.,"1031 ""Venus"" Monaural",Very Good
"AVALON, Frankie",CHANCELLOR,Singles: 7-inch,Rock 'n' Roll,"","1045 ""Why"" Monaural.",Very Good ++
"AVALON, Frankie",CHANCELLOR,Singles: 7-inch,Rock 'n' Roll,"","1048 ""Don't Throw Away All Those Teardrops"" ",Very Good +
"AVALON, Frankie",CHANCELLOR,Singles: 7-inch,Rock 'n' Roll,"Chancellor 1087. ""True, True Love"" and ""Married."" With original Chancellor sleeve.","1087 ""True True  Love"" ",Near Mint
AVALONS,DICE,Singles: 7-inch,Doo Wop,"","90/91 ""You Broke Our Hearts""/  ""Louella"" ",Very Good +
AVANTIS,CHANCELLOR,Singles: 7-inch,Surf,"DJ copy. B-side= ""Gypsy Surfer."" Numbers written on one side of label.","1144 ""Wax 'Em  Down"" ",Very Good +
AVERAGE WHITE BAND,ATLANTIC,Promotional Singles,Rock,"","3363 ""A Love Of Your Own"" ",Near Mint
AVERAGE WHITE BAND,ARISTA,Singles: 7-inch,Rock,"Promotional copy. Arista 0553. ""For You, For Love."" With original Arista sleeve.", ,Very Good ++
AVERAGE WHITE BAND,ATLANTIC,Singles: 7-inch,Rock,"Atlantic 3229. ""Pick Up The Pieces"" and ""Work To Do."" With original Atlantic sleeve.", ,Very Good +
"AVERY, Jackie",CAPRICORN,Promotional Singles,Soul,"B-side= ""Your Love Has Brought Me (A Mighty Long Way).""","8008 ""Love Is Bigger Than Baseball""

 ",Very Good
AVONS,HULL,Singles: 7-inch,Doo Wop,"B-side= ""A Girl To Call My Own."" Small cut-out hole.","754 ""The Grass Is  Greener"" Brown label.",Very Good
AVONS,ROULETTE,Singles: 7-inch,Doo Wop,"B-side= ""Bonnie.""","89 ""Baby"" ",Near Mint
AVONS,GROOVE,Singles: 7-inch,Northern Soul,"B-side= ""Push A Little Harder."" {Doo Wop}","0022 ""Oh Gee Baby"" ",Very Good +
B-B,COVER,Singles: 7-inch,Instrumental,"Great instrumental. Nice guitar. B-side= ""Electrode.""","5931 ""Trip to Bandstand"" ",Very Good
B. BUMBLE & STINGERS,RENDEZVOUS,Singles: 7-inch,Instrumental,"Rendezvous 151. ""Boogie Woogie"" and ""Near You.""", ,Very Good ++
"B., Ty, & Johnny",RED WING,Singles: 7-inch,Rockabilly,"B-side= ""You Don't Have To Cry.""","705 ""Meaner Than an  Alligator"" ",Near Mint
B.C.s,RUFF,Singles: 7-inch,Psychedelic/Garage,"","1015 ""Oh Yeow!"" ",Very Good
B.J. & WHEELS,DORE,Singles: 7-inch,Rock,"B-side= ""Cruisin' In Van Nuys.""","917 ""Turning Point"" ",Near Mint
BABY,LONE STARR,Promotional Singles,Rock,"B-side= ""So Long My Friend.""","3714 ""It's Another Saturday Night"" ",Very Good
BACHELORS,LONDON,Singles: 7-inch,Rock,"London 9639. ""Diane"" and ""Happy Land."" X on one side of label.", ,Very Good
BACHMAN - TURNER OVERDRIVE,MERCURY,Singles: 7-inch,Rock,"Mercury 73487. ""Takin' Care Of Business"" and ""Stonegates.""", ,Very Good
BAD COMPANY,ATLANTIC,Promotional Singles,Rock,"","89035 ""No Smoke Without A Fire"" ",Near Mint
BAD COMPANY,SWAN SONG,Singles: 7-inch,Rock,"Swan Song 70106. ""Feel Like Makin' Love"" and ""Wild Fire Woman.""", ,Near Mint
BAD COMPANY,ATLANTIC,Promotional Singles,Rock,"","89355 ""This Love"" ",Very Good +
BAD COMPANY,ATLANTIC,Picture Sleeves,Rock,"Atlantic 89035. ""No Smoke Without A Fire.""", ,Near Mint
BAD COMPANY,SWAN SONG,Picture Sleeves,Rock,"Swan Song 70119. ""Rock 'N' Roll Fantasy.""", ,Very Good +
BADFINGER,APPLE,Singles: 7-inch,Rock,"B-side= ""Money."" [RockB1]","1841 ""Day After Day"" ",Very Good
BADFINGER,APPLE,Singles: 7-inch,Rock,"B-side= ""Rock Of All Ages."" From the film ""The Magic Christian.""","1815 ""Come And Get It"" ",Very Good ++
BADFINGER,APPLE,Singles: 7-inch,Rock,"B-side= ""Flying."" [RockB1]","1844 ""Baby Blue"" ",Very Good +
BADFINGER,APPLE,Singles: 7-inch,Rock,"B-side= ""Carry On Till Tomorrow."" From the film ""The Magic Christian.""","1822 ""No Matter What"" ",Near Mint
"BAEZ, Joan",VANGUARD,Singles: 7-inch,Rock,"Vanguard 35031. ""There But For Fortune"" and ""Daddy You Been On My Mind.""",35000 series ,Very Good
"BAEZ, Joan",VANGUARD,Promotional Singles,Rock,Sticker and writing on one side of label.,"35088 ""Love Is Just A Four-Letter Word"" ",Very Good
"BAEZ, Joan",VANGUARD,Singles: 7-inch,Rock,"Vanguard 35138. ""The Night They Drove Old Dixie Down"" and ""When Time Is Stolen."" [RockB1]",35100 series ,Very Good +
"BAGBY, Doc",VIM,Singles: 7-inch,Instrumental,"","517 ""Dumplins"" ",Near Mint
"BAILEY, Charlie",EVENT,Singles: 7-inch,Rockabilly,"B-side= ""Memory Of Your Smile."" Charlie Bailey And His Happy Valley Boys.","4256 ""Darling Nellie Across The Sea"" ",Near Mint
BAJA MARIMBA BAND,ALMO,Singles: 7-inch,Instrumental,"Almo 201. ""December's Child"" and ""Comin' In The Back Door.""", ,Near Mint
"BAKER, Bob",VEEDA,Singles: 7-inch,Rockabilly,"Name written on one side of label. B-side= ""You Played A Melody.""","1002 ""Kitty Kat Korner"" ",Very Good +
"BAKER, Bob",VEEDA,Singles: 7-inch,Rockabilly,"B-side= ""Late Last Night.""","4006 ""Turned on the  Ice"" ",Very Good ++
"BAKER, Charlie",LIBERTY,Singles: 7-inch,Rockabilly,"Small sticker on one side of label. B-side= ""You Crack Me Up."" Rare vocal group.","55226 ""Star of  Wonder"" ",Very Good
"BAKER, Kenny",ORBIT,Singles: 7-inch,Rockabilly,"B-side= ""Goodbye Little Star.""","541 ""I'm Gonna Love You"" ",Very Good
"BAKER, LaVern",ATLANTIC,Singles: 7-inch,R&B,"Yellow label. B-side= ""Lucky Old Sun."" Small sticker on one side of label. With the Gliders.","1075 ""Play It Fair"" ",Very Good +
"BAKER, LaVern",ATLANTIC,Singles: 7-inch,R&B,"B-side= ""I'll Do The Same For You.""","1093 ""Fee Fee Fi Fo  Fum"" ",Very Good
"BAKER, LaVern",ATLANTIC,Singles: 7-inch,R&B,"B-side= ""Tra La La."" With original Atlantic sleeve.","1116 ""Jim Dandy"" ",Near Mint
"BAKER, LaVern",ATLANTIC,Singles: 7-inch,R&B,"B-side= ""Dix-A-Billy."" With original Atlantic sleeve.","2007 ""I Cried a Tear"" ",Very Good +
"BAKER, LaVern",ATLANTIC,Singles: 7-inch,R&B,"B-side= ""If You Love Me.""","2033 ""So High, So  Low"" ",Near Mint
"BAKER, LaVern",ATLANTIC,Singles: 7-inch,R&B,"B-side= ""For Love Of You."" Name written on label.","2041 ""Tiny Tim"" ",Near Mint
"BAKER, LaVern",ATLANTIC,Singles: 7-inch,R&B,"B-side= ""Manana."" X on both sides of label. With original Atlantic sleeve.","2048 ""Shake a Hand"" ",Very Good
"BAKER, LaVern",ATLANTIC,Singles: 7-inch,R&B,"B-side= ""My Time Will Come."" With original Atlantic sleeve. Some light discoloration lines on vinyl that does not affect play at all. ","2077 ""Bumble Bee"" ",Very Good +
"BAKER, LaVern",ATLANTIC,Singles: 7-inch,R&B,"B-side= ""The Story Of My Love."" With original Atlantic sleeve.","2167 ""See See Rider"" ",Very Good
"BAKER, LaVern",ATLANTIC,EPs: 7-inch,R&B,Record only.,"566 ""LaVern Baker - Tweedle  Dee"" ",Very Good
"BAKER, LaVern, & Ben E. King",ATLANTIC,Singles: 7-inch,R&B,"B-side= ""A Help-Each-Other Romance."" With original Atlantic sleeve.","2067 ""How Often"" ",Very Good +
"BAKER, Mickey",ATLANTIC,Singles: 7-inch,Instrumental,"DJ copy. B-side= ""Baia."" Baker's guitar is always sublime.","2042 ""Third Man  Theme"" ",Near Mint
"BAKER, Mickey",KING,Singles: 7-inch,Instrumental,"DJ Copy. B-side= ""Oh Yeah, Ah, Ah."" Guitar legend. With original King sleeve.","5737 ""Baby Let's Dance"" ",Near Mint
"BAKER, Mickey",MGM,Singles: 7-inch,Instrumental,"DJ Copy. B-side= ""Tricky."" Good guitar. With original MGM sleeve. Sticker on label. Very slight edge warp that does not affect play in any way.","12418 ""Spinnin' Rock  Boogie"" ",Near Mint
"BAKER, Mickey",RAINBOW,Singles: 7-inch,Instrumental,"B-side= ""Greasy Spoon."" Great guitar.","288 ""Shake Walkin' "" ",Very Good
"BALCOM, Bill",DOT,Singles: 7-inch,Instrumental,"B-side= ""Corrido Rock Part 2.""","15711 ""Corrido Rock"" ",Very Good
"BALLARD, Hank",KING,Singles: 7-inch,Doo Wop,"King 6196. ""Teardrops On Your Letter"" and ""How You Gonna Get Respect."" With original King sleeve.",6196 thru 6332 ,Very Good +
"BALLARD, Hank, & Midnighters ",KING,Singles: 7-inch,Doo Wop,"B-side= ""Doin' Everything."" Small sticker on one side of label. With original King sleeve.","5513 ""The Big Frog"" ",Very Good
"BALLARD, Hank, & Midnighters",KING,Singles: 7-inch,Doo Wop,"B-side= ""Teardrops On Your Letter."" With original King sleeve.","5171 ""The Twist"" ",Very Good ++
"BALLARD, Hank, & Midnighters",KING,Promotional Singles,Doo Wop,"B-side= ""Broadway."" X's and red ink marks.","5593 ""Do You Know How To Twist"" ",Very Good +
"BALLARD, Hank, & Midnighters",KING,Singles: 7-inch,Doo Wop,"B-side= ""I'll Keep You Happy."" With original King sleeve.","5195 ""Kansas City"" ",Very Good ++
"BALLARD, Hank, & Midnighters",KING,Promotional Singles,Doo Wop,"B-side= ""Bring Me Your Love."" With original King sleeve.","5703 ""She's The One"" ",Very Good
"BALLARD, Hank, & Midnighters",KING,Singles: 7-inch,Doo Wop,"B-side= ""Rain Down Tears."" Tear on one side of label (1""). With original King sleeve.","5215 ""Sugaree"" Monaural.",Very Good
"BALLARD, Hank, & Midnighters",KING,Singles: 7-inch,Doo Wop,"B-side= ""House With No Windows."" With original King sleeve.","5245 ""Cute Little Ways"" ",Near Mint
"BALLARD, Hank, & Midnighters",KING,Singles: 7-inch,Doo Wop,"B-side= ""I Said I Wouldn't Beg You.""","5289 ""Look at Little Sister"" ",Very Good +
"BALLARD, Hank, & Midnighters",KING,Singles: 7-inch,Doo Wop,"B-side= ""Waiting."" With original King sleeve.","5312 ""The Coffee Grind"" ",Very Good ++
"BALLARD, Hank, & Midnighters",KING,Singles: 7-inch,Doo Wop,"B-side= ""I Love You, I Love You So-O-O."" With original King sleeve.","5341 ""Finger Poppin' Time"" ",Near Mint
"BALLARD, Hank, & Midnighters",KING,Singles: 7-inch,Doo Wop,"B-side= ""If You'd Forgive Me.""","5400 ""Let's Go, Let's Go, Let's  Go"" ",Very Good
"BALLARD, Hank, & Midnighters",KING,Singles: 7-inch,Doo Wop,"B=side= ""I'm Thinking Of You."" With original King sleeve.","5430 ""The Hoochi Coochi  Coo"" ",Near Mint
"BALLARD, Hank, & Midnighters",KING,Singles: 7-inch,Doo Wop,"B-side= ""Deep Blue Sea."" With original King sleeve.","5459 ""Let's Go Again"" ",Near Mint
"BALLARD, Hank, & Midnighters",KING,Singles: 7-inch,Doo Wop,"B-side= ""What Is This I See."" With original King sleeve.","5491 ""The Continental Walk"" ",Near Mint
"BALLARD, Hank, & Midnighters",KING,Singles: 7-inch,Doo Wop,"B-side= ""The Float.""","5510 ""The Switch-A-Roo"" ",Very Good
"BALLARD, Hank, & Midnighters",KING,Singles: 7-inch,Doo Wop,"B-side= ""Keep On Dancing."" With original King sleeve.","5535 ""Nothing But Good"" ",Near Mint
"BALLARD, Hank, & Midnighters",KING,Singles: 7-inch,Doo Wop,"King 5593. ""Do You Know How To Twist"" and ""Broadway."" With original King sleeve.",5593 thru 6131 ,Very Good
"BALLARD, Hank, & Midnighters",FEDERAL,EPs: 7-inch,Doo Wop,"Side One- ""Work With Me Annie"" and ""Moonrise""; Side Two- ""Sexy Ways"" and ""Get It.""","333 ""Midnighters - Their Greatest  Hits"" ",Very Good
"BALLARD, Hank, & Midnighters",KING,EPs: 7-inch,R&B,Record only.,"451 ""Singin' and Swingin,  Vol. 2"" ",Very Good
"BALLARD, Hank, & Midnighters",KING,EPs: 7-inch,R&B,"Includes cardboard picture sleeve (NM), 4 title strips and 2 color mini album cover pics (color).","793 ""The Jumpin Hank Ballard and the Midnighters"" Stereo, 12-track Juke Box issue.",Very Good ++
"BALLARD, Hank, & Midnighters / Viceroys",KING,Singles: 7-inch,Doo Wop,"King 5719. X on label, discoloration side one. With original King sleeve."," 5719/3045 ""That Low Down Move""/""Seagreen"")(Promotional issue only.",Very Good +
BALLOON CORPS,BELL,Promotional Singles,Psychedelic/Garage,"B-side= ""Perfect Vision."" With original Bell sleeve.","796 ""Up In Smoke"" ",Very Good +
BAN-LONS,FIDELITY,Singles: 7-inch,Doo Wop,"B-side= ""Highest Mountain.""","4051 ""Hey Baby"" ",Very Good +
BAND AID,COLUMBIA,Singles: 7-inch,Rock,"B-side= ""Feed The World."" [RockB1]","04749 ""Do They Know It's  Christmas"" ",Near Mint
BAND AID,COLUMBIA,Picture Sleeves,Rock,[RockB1],"04749 ""Do They Know It's  Christmas"" ",Near Mint
"BAND, The",CAPITOL,Promotional Singles,Rock,"B-side = ""(I Don't Want To) Hang Up My Rock And Roll Shoes.""","3500 ""Caledonia Mission"" ",Near Mint
"BAND, The",CAPITOL,Singles: 7-inch,Rock,"","2269 ""The Weight"" ",Mint
"BAND, The",CAPITOL,Promotional Singles,Rock,"","4361 ""Georgia On My Mind"" ",Near Mint
"BAND, The",CAPITOL,Singles: 7-inch,Rock,"B-side= ""W.S. Walcott Medicine Show.""","3828 ""Third Man Theme"" ",Near Mint
"BAND, The",CAPITOL STARLINE,Singles: 7-inch,Rock,Maroon label.,"6188 ""The Night They Drove Old Dixie Down"" ",Near Mint
BANDIDOS,SHELLEY,Singles: 7-inch,Instrumental,"B-side= ""Bandido.""","129 ""Ape Walk"" ",Very Good
BANGERS,R&B,Singles: 7-inch,R&B,"B-side= ""Baby Let Me Bang Your Box, Pt. 2.""","101 ""Baby, Let Me Bang Your  Box"" ",Very Good ++
BANGLES,DEF JAM,Singles: 7-inch,Rock,"Def Jam 07630. ""Hazy Shade Of Winter."" B-side= ""She's Lost You"" by Joan Jett & The Blackhearts.", ,Very Good +
"BANGS, Betty Jo",TAL STAR,Singles: 7-inch,Country,"Amarillo, Texas label. B-side= ""Journey Into Yesterday.""","31170 ""Daddy Was A Preacher Mama was a Go-Go Girl"" ",Near Mint
"BANKS, Darrell",COTILLION,Singles: 7-inch,Northern Soul,Cut-out hole. Writing on both sides of label. Small edge crack. Plays VG+ despite crack.,"44006 ""The Love of My  Woman"" ",Good
"BANKS, Homer",MINIT,Promotional Singles,Northern Soul,"B-side= ""(Who You Gonna Run To) Me Or Your Mama."" A-side won't play through because of a bad scrape. But it's the B-side that's the killer. {R&B}","32056 ""I Know You Know I Know I Know"" ",Very Good
"BANKS, Homer",MINIT,Singles: 7-inch,Northern Soul,"","32000 ""A Lot of Love"" ",Good
BANSHEES,DUNWICH,Singles: 7-inch,Psychedelic/Garage,"B-side= ""Free."" Great frenzied garage band.","129 ""Project Blue"" ",Very Good ++
"BANTA, Benny",VIV,Promotional Singles,Rockabilly,"B-side= ""I'm So Lonesome.""","101 ""Cry Little Girlie"" ",Near Mint
"BANTA, Benny",VIV,Singles: 7-inch,Rock 'n' Roll,"B-side= ""Cherie Marie.""","104 ""Carry Me Across the  Mountains"" ",Near Mint
BAR-KAYS,VOLT,Promotional Singles,Soul,"","4033 ""Sang And Dance"" ",Very Good
BAR-KAYS,VOLT,Singles: 7-inch,Instrumental,"Volt 148. ""Soul Finger"" and ""Knucklehead."" Classic instrumental.", ,Very Good
"BARAKAT, Johnny, & Vestells",DELL STAR,Singles: 7-inch,Surf,"B-side= ""Long Ride."" ","103 ""Happy Time"" ",Mint
BARBARIANS,LAURIE,Singles: 7-inch,Psychedelic/Garage,"B-side= ""Take It Or Leave It."" Some writing in small letters on label.","3308 ""Are You a Boy or Are You a Girl"" ",Very Good
